%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1580572478089377717,983,1580572477438996053,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572479069266072,984,1580572478458953513,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572480109421862,985,1580572479469204166,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572481091894164,986,1580572480478844496,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572482069515987,987,1580572481489251365,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572483109460737,988,1580572482499052300,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572484090272846,989,1580572483509429633,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572485069526602,990,1580572484519190875,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572486109595255,991,1580572485529368366,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572487090420352,992,1580572486539190080,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572488069299145,993,1580572487550764670,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572489109489202,994,1580572488562301214,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572490090184494,995,1580572489579057249,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572491069402918,996,1580572490590373282,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572492109480843,997,1580572491598926897,,0,1,42.350557333333334,-71.08014933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572493090349789,998,1580572492608877830,,0,1,42.35054933333333,-71.080144,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572494629546199,999,1580572493618902291,,0,1,42.35052533333333,-71.08013333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572495639685108,1000,1580572494629041414,,0,1,42.35049333333333,-71.08011733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572496652438144,1001,1580572495639280650,,0,1,42.350461333333335,-71.08010133333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572497659452918,1002,1580572496651966423,,0,1,42.35042933333333,-71.08008533333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572498669653003,1003,1580572497659011400,,0,1,42.35039733333333,-71.08006933333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572499679199828,1004,1580572498669111685,,0,1,42.350376,-71.080064,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572500689667806,1005,1580572499678889762,,0,1,42.350352,-71.08005333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572501699252309,1006,1580572500689319315,,0,1,42.350328,-71.08005333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572502709638141,1007,1580572501698949097,,0,1,42.35030666666667,-71.08005866666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572503729665432,1008,1580572502709213438,,0,1,42.35028533333333,-71.08008,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572504739617406,1009,1580572503729128616,,0,1,42.350264,-71.08011733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572505742750393,1010,1580572504739106251,,0,1,42.35024533333333,-71.08016533333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572506759316256,1011,1580572505739097284,,0,1,42.350224,-71.08022933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572507769518196,1012,1580572506758947461,,0,1,42.35020266666667,-71.08029866666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572508779523221,1013,1580572507769004004,,0,1,42.35018133333333,-71.080368,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572509790628033,1014,1580572508779030678,,0,1,42.35016,-71.08044266666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572510800069910,1015,1580572509790363793,,0,1,42.350136,-71.08051733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572511809725570,1016,1580572510799245310,,0,1,42.35011466666667,-71.08058666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572512819440594,1017,1580572511809177797,,0,1,42.350096,-71.080656,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572513830674692,1018,1580572512818945588,,0,1,42.350074666666664,-71.08072,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572514844394931,1019,1580572513830216659,,0,1,42.35005066666667,-71.080784,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572515852838994,1020,1580572514839153329,,0,1,42.350032,-71.080848,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572516859527581,1021,1580572515852303219,,0,1,42.35001066666667,-71.08091733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572517869489999,1022,1580572516859094189,,0,1,42.34999466666667,-71.08098666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572518890993634,1023,1580572517869021664,,0,1,42.349978666666665,-71.081056,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572519903282222,1024,1580572518890491733,,0,1,42.34996,-71.08112533333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572520911220249,1025,1580572519898989384,,0,1,42.349941333333334,-71.08119466666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572521919477602,1026,1580572520910894060,,0,1,42.34992,-71.081264,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572522930100832,1027,1580572521919026588,,0,1,42.34989866666667,-71.08133333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572523939696057,1028,1580572522929598562,,0,1,42.34987733333333,-71.08139733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572524069868845,1029,1580572523939291234,,0,1,42.34985866666667,-71.08146666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572525110616965,1030,1580572524952152112,,0,1,42.34983733333333,-71.08153066666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572526090876552,1031,1580572525959030099,,0,1,42.349818666666664,-71.08159466666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572527069768148,1032,1580572526969287878,,0,1,42.34980266666667,-71.08165866666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572528110057813,1033,1580572527979014320,,0,1,42.349784,-71.08171733333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572529091231607,1034,1580572528991009024,,0,1,42.349770666666664,-71.08177066666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572530069849040,1035,1580572530009660354,,0,1,42.34976,-71.08180266666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572531110703152,1036,1580572531009372596,,0,1,42.349752,-71.08182933333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572532091047216,1037,1580572532019175425,,0,1,42.34974666666667,-71.08185066666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572533070023403,1038,1580572533039091210,,0,1,42.349741333333334,-71.08186666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572534110157759,1039,1580572534053302441,,0,1,42.34973866666667,-71.08187733333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572535091312867,1040,1580572535059403551,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572536071190071,1041,1580572536069496221,,0,1,42.349736,-71.08189333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572537110082235,1042,1580572537079036527,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572538091513669,1043,1580572538090398260,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572539103315547,1044,1580572539100831583,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572540111142098,1045,1580572540109887240,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572541119589117,1046,1580572541119107599,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572542130711112,1047,1580572542129856719,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572543142707835,1048,1580572543139394941,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572544163167064,1049,1580572544159261541,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572545169852508,1050,1580572545159478845,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572546170727695,1051,1580572546169620496,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572547195357928,1052,1580572547179030589,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572548195270932,1053,1580572548194655230,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572549209969814,1054,1580572549199740792,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572550210350760,1055,1580572550209441440,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572551220264466,1056,1580572551219376736,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572552243640488,1057,1580572552243018085,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572553252449844,1058,1580572553239753791,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572555099662117,1059,1580572554259120052,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572556091792370,1060,1580572555269460427,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572557069957522,1061,1580572556279092975,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572558099561020,1062,1580572557291038150,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572559091296034,1063,1580572558299464424,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572560069974885,1064,1580572559309512934,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572561099596809,1065,1580572560319189940,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572562091064087,1066,1580572561329684433,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572563069965268,1067,1580572562352201063,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572564099616786,1068,1580572563352306406,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572565091990236,1069,1580572564359093396,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572566069975100,1070,1580572565369527240,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572567099639755,1071,1580572566392152673,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572568092527999,1072,1580572567399297702,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572569069917303,1073,1580572568410303826,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572570099678187,1074,1580572569419271508,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572571092033599,1075,1580572570430303078,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572572070032298,1076,1580572571439222392,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572573099770696,1077,1580572572451700424,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572574091991239,1078,1580572573459246935,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572575070036995,1079,1580572574469455846,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572576099654416,1080,1580572575492615192,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572577091327454,1081,1580572576499490556,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572578070142949,1082,1580572577509238748,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572579099698161,1083,1580572578519229606,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572580091034438,1084,1580572579529665495,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572581070074497,1085,1580572580539275169,,0,1,42.349736,-71.081888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572582099902978,1086,1580572581551917056,,0,1,42.349736,-71.08189333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572583091415352,1087,1580572582562759324,,0,1,42.34973333333333,-71.081904,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572584069902667,1088,1580572583569502986,,0,1,42.349728,-71.08192,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572585100032826,1089,1580572584579431269,,0,1,42.349722666666665,-71.08194133333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572586091368562,1090,1580572585591161775,,0,1,42.349712,-71.081968,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572587612217776,1091,1580572586609538457,,0,1,42.34970666666667,-71.08199466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572588633634083,1092,1580572587609579809,,0,1,42.349701333333336,-71.08202133333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572589640073838,1093,1580572588629974212,,0,1,42.349696,-71.082032,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572590652770142,1094,1580572589639519162,,0,1,42.349696,-71.08204266666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572591661289746,1095,1580572590652184764,,0,1,42.349693333333335,-71.08205333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572592669752722,1096,1580572591660926283,,0,1,42.34969066666667,-71.08205866666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572593680204447,1097,1580572592669277886,,0,1,42.34969066666667,-71.082064,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572594691567959,1098,1580572593679840143,,0,1,42.34969066666667,-71.082064,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572595700001560,1099,1580572594691253849,,0,1,42.34969066666667,-71.082064,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572596710197805,1100,1580572595699531760,,0,1,42.34969066666667,-71.08206933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572597719967319,1101,1580572596709670122,,0,1,42.34968533333333,-71.08208533333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572598730241488,1102,1580572597719508087,,0,1,42.34968533333333,-71.08210666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572599739898336,1103,1580572598729688780,,0,1,42.34968533333333,-71.08213333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572600752517863,1104,1580572599739433466,,0,1,42.349693333333335,-71.08216,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572601759880838,1105,1580572600752086930,,0,1,42.34970666666667,-71.082192,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572602771651586,1106,1580572601759465266,,0,1,42.349730666666666,-71.08221333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572603780127231,1107,1580572602771291897,,0,1,42.34976533333333,-71.08224,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572604791521342,1108,1580572603779668703,,0,1,42.34980266666667,-71.08226666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572605810335669,1109,1580572604791005323,,0,1,42.349848,-71.08229333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572606820322615,1110,1580572605809817598,,0,1,42.349896,-71.08232,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572607830741229,1111,1580572606820023821,,0,1,42.349944,-71.08234666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572608845771278,1112,1580572607830390484,,0,1,42.34998933333333,-71.082368,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572609852425985,1113,1580572608839665179,,0,1,42.350032,-71.08239466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572610859868640,1114,1580572609852007672,,0,1,42.35007733333333,-71.082416,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572611869909784,1115,1580572610859274720,,0,1,42.35011466666667,-71.082432,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572612879818761,1116,1580572611869400264,,0,1,42.35014666666667,-71.082448,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572613899697231,1117,1580572612879326010,,0,1,42.35017066666666,-71.082464,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572614900203146,1118,1580572613899269071,,0,1,42.35018933333333,-71.08246933333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572615910071637,1119,1580572614899618583,,0,1,42.35019466666667,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572616929941050,1120,1580572615909582626,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572617069888249,1121,1580572616929452295,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572618951636233,1122,1580572617940036747,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572619089961291,1123,1580572618951316982,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572620070969627,1124,1580572619959493285,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572621099796808,1125,1580572620970248960,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572622089698744,1126,1580572621979378474,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572623070553433,1127,1580572622989808838,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572624099773963,1128,1580572623999468637,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572625089959937,1129,1580572625019289639,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572626071677871,1130,1580572626019315933,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572627099816520,1131,1580572627029763108,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572628090054863,1132,1580572628039346768,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572629070277013,1133,1580572629051465184,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572630099758653,1134,1580572630069505049,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572631089690094,1135,1580572631069436829,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572632090136236,1136,1580572632089580862,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572633100408208,1137,1580572633099329595,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572634109923522,1138,1580572634109401770,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572635119948980,1139,1580572635119365400,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572636132912368,1140,1580572636129450996,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572637140057398,1141,1580572637139492782,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572638159922975,1142,1580572638159328198,,0,1,42.350197333333334,-71.08247466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572639170045605,1143,1580572639159482861,,0,1,42.35020266666667,-71.08248,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572640170257104,1144,1580572640169583828,,0,1,42.350216,-71.08248533333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572641201826262,1145,1580572641179656080,,0,1,42.350234666666665,-71.082496,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572642200020551,1146,1580572642197575928,,0,1,42.350256,-71.082512,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572643210053612,1147,1580572643209484539,,0,1,42.350282666666665,-71.082528,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572644220057674,1148,1580572644219358782,,0,1,42.350312,-71.082544,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572645231280495,1149,1580572645229911509,,0,1,42.35034133333333,-71.08255466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572646240183534,1150,1580572646239661993,,0,1,42.35037066666667,-71.08256,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572648100343384,1151,1580572647251870780,,0,1,42.35039733333333,-71.08255466666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572649089993332,1152,1580572648260497614,,0,1,42.350426666666664,-71.08254933333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572650070089404,1153,1580572649270000503,,0,1,42.350456,-71.08252266666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580572651099785988,1154,1580572650279409710,,0,1,42.350482666666664,-71.08248,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
